,S_1_ID,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
678,220,50.433317,-113.344746,220,50.42846070707846,-113.34498940810154,220,115707824.69748965,220,47366.0,50.5,-113.25,493269764.55680233,47366,78040748.86443448,0.6744638840844756,0.15821109354746946,0.674463884084476,0.15821109354746934
677,220,50.433317,-113.344746,220,50.42846070707846,-113.34498940810154,220,115707824.69748965,220,47365.0,50.5,-113.5,493269764.55687857,47365,37331862.23725031,0.32263904653684367,0.07568244583323859,0.3226390465368439,0.07568076347952035
675,220,50.433317,-113.344746,220,50.42846070707846,-113.34498940810154,220,115707824.69748965,220,47847.0,50.25,-113.25,495847430.9524226,47847,335213.5958047882,0.002897069378680151,0.0006760418122181467,0.0028970693786801527,0.000676041812218147
680,221,50.161082,-113.591097,221,50.162735601679564,-113.61105261401492,221,138365600.65875947,221,48326.0,50.0,-113.75,498415313.3195158,48326,9593987.781996237,0.06933795492751957,0.019248982777232373,0.06933795492751958,0.01924876880105062
681,221,50.161082,-113.591097,221,50.162735601679564,-113.61105261401492,221,138365600.65875947,221,47845.0,50.25,-113.75,495847430.9524609,47845,57245556.13194351,0.41372679234865506,0.11544993995830927,0.41372679234865517,0.11544738103200558
679,221,50.161082,-113.591097,221,50.162735601679564,-113.61105261401492,221,138365600.65875947,221,48327.0,50.0,-113.5,498415313.3195543,48327,18777466.822225545,0.13570906882076114,0.037674337686704557,0.13570906882076117,0.037674337686704557
682,221,50.161082,-113.591097,221,50.162735601679564,-113.61105261401492,221,138365600.65875947,221,47846.0,50.25,-113.5,495847430.95249915,47846,52748589.922594145,0.38122618390306395,0.10638068613417363,0.38122618390306406,0.10638068613417359
684,222,50.098527,-113.523333,222,50.09914757816759,-113.5270632922282,222,89382494.47255293,222,48326.0,50.0,-113.75,498415313.3195158,48326,143813.1424385325,0.0016089631788324483,0.00028854077833346815,0.0016089631788324473,0.00028853757084688344
683,222,50.098527,-113.523333,222,50.09914757816759,-113.5270632922282,222,89382494.47255293,222,48327.0,50.0,-113.5,498415313.3195543,48327,63731524.531958126,0.7130202049969465,0.1278683114840359,0.7130202049969461,0.1278683114840359
686,222,50.098527,-113.523333,222,50.09914757816759,-113.5270632922282,222,89382494.47255293,222,47846.0,50.25,-113.5,495847430.95249915,47846,25507156.798156325,0.2853708318242217,0.051441542712358714,0.2853708318242215,0.05144154271235869
688,223,50.351098,-113.557801,223,50.3549774439639,-113.56314573131152,223,222276586.36527437,223,47846.0,50.25,-113.5,495847430.95249915,47846,126482923.86400737,0.569033949694341,0.2550843585516612,0.5690339496943417,0.2550843585516611
690,223,50.351098,-113.557801,223,50.3549774439639,-113.56314573131152,223,222276586.36527437,223,47364.0,50.5,-113.75,493269764.5568404,47364,34351589.84452214,0.15454434678095627,0.0696405746161718,0.15454434678095647,0.06964057461617182
689,223,50.351098,-113.557801,223,50.3549774439639,-113.56314573131152,223,222276586.36527437,223,47365.0,50.5,-113.5,493269764.55687857,47365,45668719.983735874,0.2054589767214032,0.09258365962236034,0.20545897672140348,0.09258160156963359
687,223,50.351098,-113.557801,223,50.3549774439639,-113.56314573131152,223,222276586.36527437,223,47845.0,50.25,-113.75,495847430.9524609,47845,15773352.67300869,0.07096272680329824,0.03181089925727769,0.07096272680329833,0.03181019417465155
692,224,50.296896,-113.634411,224,50.309771433316,-113.68663574571175,224,242075043.74889162,224,47846.0,50.25,-113.5,495847430.95249915,47846,55226310.49999165,0.22813714972320234,0.11137762757770985,0.22813714972320118,0.11137762757770979
691,224,50.296896,-113.634411,224,50.309771433316,-113.68663574571175,224,242075043.74889162,224,47845.0,50.25,-113.75,495847430.9524609,47845,163935941.6005757,0.6772112443388799,0.3306177089304975,0.6772112443388765,0.33061038085088007
694,224,50.296896,-113.634411,224,50.309771433316,-113.68663574571175,224,242075043.74889162,224,47364.0,50.5,-113.75,493269764.5568404,47364,22912791.648325544,0.09465160593792293,0.04645083338710346,0.09465160593792245,0.046450833387103464
695,225,48.844706,-113.447731,225,48.845580067821274,-113.44999673464626,225,5781645.17537078,225,50732.0,48.75,-113.5,511106353.85236067,50732,5781645.175370782,1.0000000000000002,0.011312019762213485,1.0,0.01183416237601816
696,226,50.532569,-113.318999,226,50.53275264656351,-113.32140087689585,226,119765951.90942936,226,47365.0,50.5,-113.5,493269764.55687857,47365,10348421.890766894,0.08640537419677242,0.02097923415205317,0.08640537419677237,0.020978767802265014
697,226,50.532569,-113.318999,226,50.53275264656351,-113.32140087689585,226,119765951.90942936,226,47366.0,50.5,-113.25,493269764.55680233,47366,109417530.01866253,0.9135946258032281,0.22182087344634435,0.9135946258032276,0.2218208734463442
700,227,50.454084,-113.444423,227,50.44577932135019,-113.44381181710816,227,116060992.29860051,227,47365.0,50.5,-113.5,493269764.55687857,47365,101903765.02591513,0.8780190743478927,0.2065883059292289,0.8780190743478927,0.20658371365421982
699,227,50.454084,-113.444423,227,50.44577932135019,-113.44381181710816,227,116060992.29860051,227,47846.0,50.25,-113.5,495847430.95249915,47846,5902366.814721239,0.05085573281620487,0.011903594626643673,0.05085573281620487,0.011903594626643667
701,227,50.454084,-113.444423,227,50.44577932135019,-113.44381181710816,227,116060992.29860051,227,47366.0,50.5,-113.25,493269764.55680233,47366,8254860.45796416,0.07112519283590253,0.01673498164920176,0.07112519283590253,0.01673498164920175
704,228,48.906824,-113.544204,228,48.909310823098686,-113.5649507362177,228,81537488.71073018,228,50250.0,49.0,-113.75,508588080.77328706,50250,15940766.29020521,0.19550229645602804,0.03134317710703707,0.19550229645602832,0.031342481402026896
705,228,48.906824,-113.544204,228,48.909310823098686,-113.5649507362177,228,81537488.71073018,228,50251.0,49.0,-113.5,508588080.77332634,50251,64293691.54575607,0.7885169455469769,0.1264160407534428,0.788516945546978,0.12641604075344273
703,228,48.906824,-113.544204,228,48.909310823098686,-113.5649507362177,228,81537488.71073018,228,50731.0,48.75,-113.75,511106353.8523212,50731,1303030.8747687745,0.015980757996993573,0.002549431962540758,0.015980757996993597,0.004796003716675974
709,229,48.762042,-113.411847,229,48.77898668026475,-113.40628111147177,229,171115350.65146545,229,50733.0,48.75,-113.25,511106353.8522817,50733,28180949.733385574,0.16468978163616457,0.055137153981713836,0.16468978163616496,1.0
710,229,48.762042,-113.411847,229,48.77898668026475,-113.40628111147177,229,171115350.65146545,229,50252.0,49.0,-113.25,508588080.7732478,50252,7813527.61814868,0.045662341738489515,0.015363174862983692,0.04566234173848962,0.019148650218043684
708,229,48.762042,-113.411847,229,48.77898668026475,-113.40628111147177,229,171115350.65146545,229,50732.0,48.75,-113.5,511106353.85236067,50732,130370135.4059093,0.7618845118779108,0.2550743782057703,0.7618845118779126,0.2668481555992516
707,229,48.762042,-113.411847,229,48.77898668026475,-113.40628111147177,229,171115350.65146545,229,51213.0,48.5,-113.5,513614568.9672306,51213,2621055.2257594564,0.015317475701511584,0.0051031559152027945,0.01531747570151162,0.0468805621717593
711,229,48.762042,-113.411847,229,48.77898668026475,-113.40628111147177,229,171115350.65146545,229,50251.0,49.0,-113.5,508588080.77332634,50251,2129682.6682620486,0.012445889045921256,0.004187441170512274,0.012445889045921286,0.004187441170512272
712,230,50.216821,-113.535921,230,50.21581801607268,-113.54063295963054,230,123564690.10410853,230,47845.0,50.25,-113.75,495847430.9524609,47845,10784853.744662957,0.08728103259577034,0.021750347125821752,0.08728103259577023,0.02174986503344999
713,230,50.216821,-113.535921,230,50.21581801607268,-113.54063295963054,230,123564690.10410853,230,47846.0,50.25,-113.5,495847430.95249915,47846,112779836.35944574,0.912718967404231,0.2274486652936793,0.9127189674042298,0.2274486652936792
714,231,50.860385,-113.492068,231,50.86175570639555,-113.49867325650867,231,86286574.6611781,231,46884.0,50.75,-113.5,490682360.64761096,46884,57258514.55463842,0.6635854393279106,0.11669160978003704,0.6635854393279114,0.11669160978003704
715,231,50.860385,-113.492068,231,50.86175570639555,-113.49867325650867,231,86286574.6611781,231,46403.0,51.0,-113.5,488085265.98457277,46403,29028060.106539566,0.3364145606720882,0.059473338224999964,0.3364145606720886,0.13916576872865846
717,232,50.754338,-113.514126,232,50.74623566455217,-113.5272000812818,232,84300534.25204709,232,46884.0,50.75,-113.5,490682360.64761096,46884,84295077.6413017,0.9999352719316218,0.17179153848132553,0.9999352719316218,0.17179153848132553
716,232,50.754338,-113.514126,232,50.74623566455217,-113.5272000812818,232,84300534.25204709,232,46883.0,50.75,-113.75,490682360.64757305,46883,5456.6107453821805,6.472806837816306e-05,1.112045425513335e-05,6.472806837816306e-05,1.1120330675132564e-05
720,233,49.30115,-113.537636,233,49.29600324818871,-113.55569977243312,233,258740359.71220002,233,49289.0,49.5,-113.5,503521541.1308379,49289,20500182.154551774,0.07923070902952431,0.040713614969701745,0.07923070902952425,0.04071361496970176
719,233,49.30115,-113.537636,233,49.29600324818871,-113.55569977243312,233,258740359.71220002,233,49769.0,49.25,-113.75,506059794.770654,49769,39875148.64574146,0.15411259646579709,0.07879533023130765,0.15411259646579697,0.07879533023130764
718,233,49.30115,-113.537636,233,49.29600324818871,-113.55569977243312,233,258740359.71220002,233,49770.0,49.25,-113.5,506059794.77069306,49770,198365028.91190693,0.7666566945046792,0.3919794280472143,0.7666566945046787,0.3919794280472144
724,234,49.254612,-113.427734,234,49.2501593032669,-113.42175115650372,234,324057219.80827457,234,49770.0,49.25,-113.5,506059794.77069306,49770,230768681.06230935,0.712123251562923,0.456010699618759,0.7121232515629248,0.4560106996187592
726,234,49.254612,-113.427734,234,49.2501593032669,-113.42175115650372,234,324057219.80827457,234,49289.0,49.5,-113.5,503521541.1308379,49289,4872981.692086803,0.015037411278692871,0.009677801829774308,0.015037411278692908,0.009677801829774312
723,234,49.254612,-113.427734,234,49.2501593032669,-113.42175115650372,234,324057219.80827457,234,50251.0,49.0,-113.5,508588080.77332634,50251,1854721.9286994042,0.005723439612907662,0.003646805732999549,0.005723439612907676,0.0036468057329995473
725,234,49.254612,-113.427734,234,49.2501593032669,-113.42175115650372,234,324057219.80827457,234,49771.0,49.25,-113.25,506059794.770615,49771,86560835.12517825,0.2671158975454741,0.17104863105043594,0.26711589754547477,0.17104863105043594
730,235,49.779326,-113.51545,235,49.775305895268026,-113.51796652802864,235,194995196.3275272,235,48808.0,49.75,-113.5,500973365.3873198,48808,167081644.55284932,0.8568500542557347,0.3335140270853975,0.8568500542557339,0.33351402708539757
728,235,49.779326,-113.51545,235,49.775305895268026,-113.51796652802864,235,194995196.3275272,235,48807.0,49.75,-113.75,500973365.3872811,48807,25387906.604168046,0.13019760015792795,0.050677158424463825,0.13019760015792783,0.050677158424463804
729,235,49.779326,-113.51545,235,49.775305895268026,-113.51796652802864,235,194995196.3275272,235,48809.0,49.75,-113.25,500973365.38724244,48809,2525645.170510006,0.012952345586338244,0.005041475944649737,0.012952345586338232,0.005041475944649736
731,236,49.676741,-113.527123,236,49.67565174250349,-113.54256556241187,236,188456286.76752433,236,48807.0,49.75,-113.75,500973365.3872811,48807,19117603.41109921,0.10144317145907836,0.03816091778915274,0.1014431714590782,0.038160917789152725
734,236,49.676741,-113.527123,236,49.67565174250349,-113.54256556241187,236,188456286.76752433,236,49289.0,49.5,-113.5,503521541.1308379,49289,31019993.7970874,0.16460047223233792,0.06160609082864836,0.16460047223233767,0.06160609082864838
733,236,49.676741,-113.527123,236,49.67565174250349,-113.54256556241187,236,188456286.76752433,236,48808.0,49.75,-113.5,500973365.3873198,48808,136098031.53166276,0.7221729445383289,0.2716672001643055,0.7221729445383278,0.27166720016430557
732,236,49.676741,-113.527123,236,49.67565174250349,-113.54256556241187,236,188456286.76752433,236,48809.0,49.75,-113.25,500973365.38724244,48809,2220658.027675232,0.011783411770256243,0.004432686807528595,0.011783411770256224,0.004432686807528594
740,237,50.910173,-113.408226,237,50.90979460375141,-113.40996395201604,237,165211926.57256442,237,46404.0,51.0,-113.25,488085265.98449737,46404,41628384.21413647,0.25196960702381516,0.08528916383117918,0.2519696070238151,0.09801147878879071
737,237,50.910173,-113.408226,237,50.90979460375141,-113.40996395201604,237,165211926.57256442,237,46885.0,50.75,-113.25,490682360.6475352,46885,12282103.449414574,0.0743415061140881,0.0250306602283529,0.07434150611408809,0.025030660228352906
738,237,50.910173,-113.408226,237,50.90979460375141,-113.40996395201604,237,165211926.57256442,237,46884.0,50.75,-113.5,490682360.64761096,46884,18662161.77186572,0.11295892590217403,0.038033080600727284,0.112958925902174,0.038033080600727284
739,237,50.910173,-113.408226,237,50.90979460375141,-113.40996395201604,237,165211926.57256442,237,46403.0,51.0,-113.5,488085265.98457277,46403,92639277.13714771,0.560729960959923,0.18980142117233226,0.5607299609599229,0.4441294447490131
742,238,50.807017,-113.38908,238,50.798067526041336,-113.3976376650446,238,35772548.45401264,238,46884.0,50.75,-113.5,490682360.64761096,46884,25053790.798894994,0.700363599509911,0.051059081817876176,0.7003635995099109,0.051059081817876176
741,238,50.807017,-113.38908,238,50.798067526041336,-113.3976376650446,238,35772548.45401264,238,46885.0,50.75,-113.25,490682360.6475352,46885,10718757.655117651,0.29963640049008916,0.021844595434350862,0.2996364004900891,0.021844595434350866
744,239,49.014403,-113.436188,239,49.01868435147767,-113.43413592799158,239,171658358.2732016,239,50251.0,49.0,-113.5,508588080.77332634,50251,143828528.81971946,0.8378766421079841,0.28279964524733464,0.8378766421079833,0.28279964524733453
743,239,49.014403,-113.436188,239,49.01868435147767,-113.43413592799158,239,171658358.2732016,239,50252.0,49.0,-113.25,508588080.7732478,50252,27829829.453482322,0.16212335789201687,0.054719783073111684,0.16212335789201673,0.06820269868820247
745,240,48.925707,-113.400742,240,48.92446005063932,-113.39887275249262,240,102674908.59808965,240,50732.0,48.75,-113.5,511106353.85236067,50732,6974763.434013642,0.06793055410758275,0.013646403300297042,0.06793055410758289,0.014276296885883883
748,240,48.925707,-113.400742,240,48.92446005063932,-113.39887275249262,240,102674908.59808965,240,50251.0,49.0,-113.5,508588080.77332634,50251,62321197.3336015,0.6069759222046294,0.12253766788800849,0.6069759222046306,0.12253766788800843
747,240,48.925707,-113.400742,240,48.92446005063932,-113.39887275249262,240,102674908.59808965,240,50252.0,49.0,-113.25,508588080.7732478,50252,33378947.830474306,0.3250935236877859,0.06563061363869475,0.32509352368778655,0.08180195014189022
749,241,49.742874,-113.281197,241,49.742029342468044,-113.27562882777264,241,99760064.94508779,241,48809.0,49.75,-113.25,500973365.38724244,48809,99748916.64166369,0.9998882488355412,0.19911021929191736,0.9998882488355412,0.1991102192919173
750,241,49.742874,-113.281197,241,49.742029342468044,-113.27562882777264,241,99760064.94508779,241,48808.0,49.75,-113.5,500973365.3873198,48808,11148.303424103888,0.00011175116445884825,2.225328569211409e-05,0.00011175116445884825,2.2253285692114092e-05
754,242,50.147895,-113.396144,242,50.14328310679543,-113.39094205052521,242,37055543.62875263,242,47846.0,50.25,-113.5,495847430.95249915,47846,22545020.018460277,0.6084115306560189,0.04546765519214726,0.6084115306560192,0.04546765519214724
752,242,50.147895,-113.396144,242,50.14328310679543,-113.39094205052521,242,37055543.62875263,242,48327.0,50.0,-113.5,498415313.3195543,48327,2391990.273409165,0.06455148242793934,0.004799190974847843,0.06455148242793937,0.004799190974847843
753,242,50.147895,-113.396144,242,50.14328310679543,-113.39094205052521,242,37055543.62875263,242,47847.0,50.25,-113.25,495847430.9524226,47847,5743198.812031035,0.15498892337325465,0.011582592655566475,0.1549889233732547,0.011582592655566479
751,242,50.147895,-113.396144,242,50.14328310679543,-113.39094205052521,242,37055543.62875263,242,48328.0,50.0,-113.25,498415313.3194773,48328,6375334.524852133,0.17204806354278662,0.01279120916729465,0.1720480635427867,0.012790356023192508
755,243,50.073524,-113.396232,243,50.07231371268019,-113.39539980314139,243,121034294.62942252,243,48328.0,50.0,-113.25,498415313.3194773,48328,48315200.55012624,0.3991860381229601,0.09693763265085892,0.39918603812295966,0.09693116713469933
756,243,50.073524,-113.396232,243,50.07231371268019,-113.39539980314139,243,121034294.62942252,243,48327.0,50.0,-113.5,498415313.3195543,48327,72603099.68126576,0.5998556021130931,0.14566787524587343,0.5998556021130924,0.14566787524587343
758,243,50.073524,-113.396232,243,50.07231371268019,-113.39539980314139,243,121034294.62942252,243,47846.0,50.25,-113.5,495847430.95249915,47846,115994.39803065904,0.0009583597639479421,0.00023393163055789027,0.000958359763947941,0.00023393163055789016
760,244,49.894802,-113.419628,244,49.88975493151841,-113.41783329122693,244,113724166.96491374,244,48808.0,49.75,-113.5,500973365.3873198,48808,21650220.96123395,0.19037484766024704,0.043216311399100864,0.19037484766024718,0.04321631139910087
761,244,49.894802,-113.419628,244,49.88975493151841,-113.41783329122693,244,113724166.96491374,244,48328.0,50.0,-113.25,498415313.3194773,48328,7732878.858148247,0.06799679491636988,0.015514930323161195,0.06799679491636992,0.015513895513150099
759,244,49.894802,-113.419628,244,49.88975493151841,-113.41783329122693,244,113724166.96491374,244,48809.0,49.75,-113.25,500973365.38724244,48809,23174650.01326582,0.20377946598119007,0.04625924572926602,0.2037794659811902,0.04625924572926601
762,244,49.894802,-113.419628,244,49.88975493151841,-113.41783329122693,244,113724166.96491374,244,48327.0,50.0,-113.5,498415313.3195543,48327,61166417.132265635,0.5378488914421923,0.12272178542204894,0.5378488914421926,0.12272178542204894
763,245,49.759617,-113.360479,245,49.75528966749941,-113.36033132927112,245,85056145.96525972,245,48809.0,49.75,-113.25,500973365.38724244,48809,60484684.75863425,0.7111148062520793,0.12073433227708781,0.7111148062520781,0.12073433227708778
764,245,49.759617,-113.360479,245,49.75528966749941,-113.36033132927112,245,85056145.96525972,245,48808.0,49.75,-113.5,500973365.3873198,48808,24571461.206625633,0.28888519374792254,0.049047440251895606,0.28888519374792204,0.04904744025189561
767,246,49.571344,-113.433813,246,49.56257403338501,-113.46277501837197,246,85697191.08815143,246,49289.0,49.5,-113.5,503521541.1308379,49289,73955987.15223338,0.8629919629006207,0.14687750396167507,0.862991962900621,0.14687750396167512
765,246,49.571344,-113.433813,246,49.56257403338501,-113.46277501837197,246,85697191.08815143,246,48809.0,49.75,-113.25,500973365.38724244,48809,1205312.1746032648,0.014064780412270857,0.002405940630539475,0.01406478041227086,0.0024059406305394744
768,246,49.571344,-113.433813,246,49.56257403338501,-113.46277501837197,246,85697191.08815143,246,49290.0,49.5,-113.25,503521541.1307602,49290,10535891.76131476,0.12294325668710819,0.02092441117346096,0.12294325668710822,0.02092441117346096
770,247,49.581309,-113.265758,247,49.58187405205669,-113.25603631419597,247,53888204.709217064,247,49290.0,49.5,-113.25,503521541.1307602,49290,52370386.44125463,0.9718339425825625,0.10400823433223186,0.971833942582563,0.10400823433223186
769,247,49.581309,-113.265758,247,49.58187405205669,-113.25603631419597,247,53888204.709217064,247,48809.0,49.75,-113.25,500973365.38724244,48809,1517818.267962411,0.02816605741743708,0.003029738450843924,0.028166057417437093,0.003029738450843923
776,248,49.464907,-113.482767,248,49.460064645770075,-113.48599309881438,248,245810461.17567536,248,49288.0,49.5,-113.75,503521541.13079906,49288,11315987.040145345,0.046035416824909074,0.022473690032668945,0.04603541682490907,0.02247369003266895
775,248,49.464907,-113.482767,248,49.460064645770075,-113.48599309881438,248,245810461.17567536,248,49290.0,49.5,-113.25,503521541.1307602,49290,28690769.53763096,0.11671907452761457,0.0569802226796494,0.11671907452761454,0.0569802226796494
774,248,49.464907,-113.482767,248,49.460064645770075,-113.48599309881438,248,245810461.17567536,248,49289.0,49.5,-113.5,503521541.1308379,49289,201136684.96039525,0.8182592555190207,0.39945994069820884,0.8182592555190205,0.39945994069820895
771,248,49.464907,-113.482767,248,49.460064645770075,-113.48599309881438,248,245810461.17567536,248,49770.0,49.25,-113.5,506059794.77069306,49770,4667019.637503865,0.018986253128455945,0.009222269158170518,0.018986253128455942,0.009222269158170522
778,249,49.41646,-113.32533,249,49.407370823246275,-113.32018559243623,249,166764411.98204473,249,49771.0,49.25,-113.25,506059794.770615,49771,36569801.66366954,0.21929020244203515,0.07226379578374878,0.21929020244203534,0.07226379578374878
780,249,49.41646,-113.32533,249,49.407370823246275,-113.32018559243623,249,166764411.98204473,249,49290.0,49.5,-113.25,503521541.1307602,49290,104286581.21163687,0.6253527354677163,0.2071144383961014,0.6253527354677169,0.2071144383961014
777,249,49.41646,-113.32533,249,49.407370823246275,-113.32018559243623,249,166764411.98204473,249,49770.0,49.25,-113.5,506059794.77069306,49770,953611.7931933744,0.0057183171268942465,0.0018843856063006884,0.005718317126894252,0.001884385606300689
779,249,49.41646,-113.32533,249,49.407370823246275,-113.32018559243623,249,166764411.98204473,249,49289.0,49.5,-113.5,503521541.1308379,49289,24954417.313544784,0.1496387449633534,0.04955978101254756,0.14963874496335353,0.04955978101254757
782,250,49.634865,-113.416936,250,49.6413815508257,-113.41016327995389,250,137436595.92055058,250,48808.0,49.75,-113.5,500973365.3873198,48808,63043739.60917336,0.4587114457172507,0.12584249775520914,0.4587114457172513,0.12584249775520917
781,250,49.634865,-113.416936,250,49.6413815508257,-113.41016327995389,250,137436595.92055058,250,48809.0,49.75,-113.25,500973365.38724244,48809,32901176.4026515,0.23939167135419323,0.0656745022307115,0.23939167135419354,0.06567450223071149
784,250,49.634865,-113.416936,250,49.6413815508257,-113.41016327995389,250,137436595.92055058,250,49290.0,49.5,-113.25,503521541.1307602,49290,10812399.02728144,0.07867190652431379,0.02147355801898762,0.0786719065243139,0.02147355801898762
783,250,49.634865,-113.416936,250,49.6413815508257,-113.41016327995389,250,137436595.92055058,250,49289.0,49.5,-113.5,503521541.1308379,49289,30679280.881444104,0.22322497640424097,0.06092943076981929,0.22322497640424127,0.06092943076981931
785,251,49.644802,-113.282318,251,49.64250557627901,-113.28259476299908,251,6671961.010902345,251,48809.0,49.75,-113.25,500973365.38724244,48809,6671961.010902345,1.0,0.013317995470168464,1.0,0.01331799547016846
791,252,49.07913,-113.471807,252,49.07525474708604,-113.47847211605028,252,331397280.6470091,252,49771.0,49.25,-113.25,506059794.770615,49771,67260934.97516881,0.20296163820008054,0.1329110426677081,0.20296163820008087,0.1329110426677081
789,252,49.07913,-113.471807,252,49.07525474708604,-113.47847211605028,252,331397280.6470091,252,49770.0,49.25,-113.5,506059794.77069306,49770,33871466.73858897,0.1022080406708813,0.06693174816216507,0.10220804067088146,0.0669317481621651
787,252,49.07913,-113.471807,252,49.07525474708604,-113.47847211605028,252,331397280.6470091,252,50252.0,49.0,-113.25,508588080.7732478,50252,17571706.637974292,0.053023086380394775,0.034549977284679186,0.053023086380394865,0.04306306710468499
786,252,49.07913,-113.471807,252,49.07525474708604,-113.47847211605028,252,331397280.6470091,252,50250.0,49.0,-113.75,508588080.77328706,50250,29206236.53822395,0.08813058598791958,0.057426112884551045,0.08813058598791973,0.057424838232836194
788,252,49.07913,-113.471807,252,49.07525474708604,-113.47847211605028,252,331397280.6470091,252,50251.0,49.0,-113.5,508588080.77332634,50251,183486935.7570525,0.5536766487607222,0.3607771056648714,0.5536766487607231,0.36077710566487126
793,253,49.143534,-113.261024,253,49.14150605090278,-113.25764667492044,253,87884934.76956998,253,49771.0,49.25,-113.25,506059794.770615,49771,58243852.863926664,0.6627285212947954,0.11509282789463098,0.6627285212947958,0.11509282789463098
792,253,49.143534,-113.261024,253,49.14150605090278,-113.25764667492044,253,87884934.76956998,253,50252.0,49.0,-113.25,508588080.7732478,50252,29641081.905643273,0.33727147870520413,0.058281117914870374,0.3372714787052043,0.07264154390101579
794,254,49.551909,-113.376079,254,49.552958348598494,-113.36495256494473,254,71177678.29100531,254,49289.0,49.5,-113.5,503521541.1308379,49289,31279330.112052955,0.4394542061932597,0.06212113595339738,0.43945420619326087,0.062121135953397404
795,254,49.551909,-113.376079,254,49.552958348598494,-113.36495256494473,254,71177678.29100531,254,49290.0,49.5,-113.25,503521541.1307602,49290,39898348.17895217,0.5605457938067376,0.07923861229323438,0.5605457938067391,0.07923861229323438
796,255,49.501087,-113.252813,255,49.496622296717355,-113.25108424339369,255,84272922.1641061,255,49290.0,49.5,-113.25,503521541.1307602,49290,84272922.1641061,1.0,0.16736706432629295,1.0,0.16736706432629295
797,256,49.666389,-113.25023,256,49.66958919207111,-113.24988633831433,256,30146694.115203686,256,48809.0,49.75,-113.25,500973365.38724244,48809,29772782.21550944,0.9875969186450307,0.05942987047324497,0.9875969186450307,0.05942987047324495
798,256,49.666389,-113.25023,256,49.66958919207111,-113.24988633831433,256,30146694.115203686,256,49290.0,49.5,-113.25,503521541.1307602,49290,373911.8996942474,0.012403081354969361,0.000742593651216097,0.012403081354969361,0.000742593651216097
799,257,49.611139,-113.171254,257,49.614067636327505,-113.1663228916922,257,107019519.56613445,257,48809.0,49.75,-113.25,500973365.38724244,48809,39392092.599174544,0.36808325022269944,0.07863111159357791,0.3680832502226995,0.0786311115935779
801,257,49.611139,-113.171254,257,49.614067636327505,-113.1663228916922,257,107019519.56613445,257,49290.0,49.5,-113.25,503521541.1307602,49290,51927699.20155473,0.4852170838747334,0.10312905200627664,0.4852170838747335,0.10312905200627664
802,257,49.611139,-113.171254,257,49.614067636327505,-113.1663228916922,257,107019519.56613445,257,49291.0,49.5,-113.0,503521541.1307602,49291,13708107.178688826,0.12808978431469858,0.027224470174412953,0.1280897843146986,0.027224470174412953
800,257,49.611139,-113.171254,257,49.614067636327505,-113.1663228916922,257,107019519.56613445,257,48810.0,49.75,-113.0,500973365.38724244,48810,1991620.586716322,0.01860988158786835,0.003975501941459181,0.018609881587868353,0.003975501941459181
803,258,50.011418,-113.374682,258,50.00808078538271,-113.3896359910774,258,175523891.52869052,258,48328.0,50.0,-113.25,498415313.3194773,48328,75579024.9427974,0.4305910966567392,0.15163864938144925,0.43059109665673867,0.15162853543384003
804,258,50.011418,-113.374682,258,50.00808078538271,-113.3896359910774,258,175523891.52869052,258,48327.0,50.0,-113.5,498415313.3195543,48327,99944866.58589335,0.569408903343262,0.20052527262904266,0.5694089033432612,0.20052527262904266
805,259,49.944173,-113.33889,259,49.937325039103385,-113.32442664183732,259,119640815.05988188,259,48328.0,50.0,-113.25,498415313.3194773,48328,89862573.11760165,0.7511029833140487,0.18029657339199967,0.7511029833140491,0.18028454802706237
806,259,49.944173,-113.33889,259,49.937325039103385,-113.32442664183732,259,119640815.05988188,259,48327.0,50.0,-113.5,498415313.3195543,48327,29778241.942280166,0.24889701668595074,0.059745840760691324,0.24889701668595088,0.059745840760691324
808,260,49.063266,-113.252211,260,49.05920703452501,-113.25607574458903,260,130858349.13557342,260,49771.0,49.25,-113.25,506059794.770615,49771,8458959.935777966,0.0646421110434017,0.016715336849891845,0.06464211104340165,0.016715336849891845
807,260,49.063266,-113.252211,260,49.05920703452501,-113.25607574458903,260,130858349.13557342,260,50252.0,49.0,-113.25,508588080.7732478,50252,122399389.19979557,0.9353578889565992,0.24066507617265004,0.9353578889565984,0.29996477970399876
811,261,49.044839,-113.145267,261,49.04057748458173,-113.14611527097291,261,318907288.2014626,261,49772.0,49.25,-113.0,506059794.77061486,49772,14661964.188195873,0.04597563219983076,0.028972790053084143,0.045975632199830835,0.02956835731980404
810,261,49.044839,-113.145267,261,49.04057748458173,-113.14611527097291,261,318907288.2014626,261,50253.0,49.0,-113.0,508588080.77324784,50253,115621753.71232347,0.36255600919124176,0.22733870116762137,0.36255600919124237,0.9273070590709325
809,261,49.044839,-113.145267,261,49.04057748458173,-113.14611527097291,261,318907288.2014626,261,50252.0,49.0,-113.25,508588080.7732478,50252,169411386.3414261,0.5312245677947761,0.3331013697447573,0.531224567794777,0.41517731024216403
812,261,49.044839,-113.145267,261,49.04057748458173,-113.14611527097291,261,318907288.2014626,261,49771.0,49.25,-113.25,506059794.770615,49771,19212183.95951664,0.06024379081414962,0.037964256710464564,0.06024379081414972,0.037964256710464564
