,Unnamed: 0,S_1_ID,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
24,25,9,49.755271,-110.453105,9,49.75909906423531,-110.45716094447312,9,202646452.48913288,9,48339.0,50.0,-110.5,498415313.3194773,48339,3594146.025183058,0.0177360421612897,0.0072111468671494,0.0177360421612897,1.0,100.0,238.0,1
25,26,10,50.045802,-110.884207,10,50.05516314738838,-110.88055263079325,10,162918404.83202454,10,48338.0,50.0,-110.75,498415313.3195158,48338,73141611.98577912,0.4489462811840754,0.1467483242010478,0.4489462811840761,1.0,100.0,237.0,1
26,27,10,50.045802,-110.884207,10,50.05516314738838,-110.88055263079325,10,162918404.83202454,10,48337.0,50.0,-111.0,498415313.3195158,48337,89776792.84624518,0.5510537188159231,0.1801244673810665,0.5510537188159239,0.3224066014334486,100.0,236.0,1
27,28,11,51.443713,-116.202147,11,51.4439615453722,-116.20146475608573,11,12548210.001208393,11,45430.0,51.5,-116.25,482862192.6559312,45430,12548210.001208393,1.0,0.0259871453844591,1.0,0.0295924453151824,94.0,215.0,1
28,32,12,51.026316,-115.474582,12,51.02992341990524,-115.47589453751377,12,272524667.6624539,12,46395.0,51.0,-115.5,488085265.9845351,46395,247277431.59888315,0.9073579787102366,0.5066275276720156,0.9073579787102362,0.527670932984052,96.0,218.0,1
29,31,12,51.026316,-115.474582,12,51.02992341990524,-115.47589453751377,12,272524667.6624539,12,46396.0,51.0,-115.25,488085265.9844974,46396,3809439.661145784,0.0139783297189967,0.0078048651058169,0.0139783297189967,0.0078048651058169,96.0,219.0,1
30,29,12,51.026316,-115.474582,12,51.02992341990524,-115.47589453751377,12,272524667.6624539,12,45914.0,51.25,-115.5,485478527.57161736,45914,21437796.402425084,0.0786636915707671,0.0441580732924642,0.078663691570767,0.0441580732924641,95.0,218.0,1
31,33,13,51.106718,-114.267667,13,51.11904676599336,-114.29065071629344,13,280314790.122463,13,45919.0,51.25,-114.25,485478527.57157993,45919,77498436.44580795,0.2764693094215638,0.1596330878596508,0.2764693094215639,0.1662529020185421,95.0,223.0,1
32,35,13,51.106718,-114.267667,13,51.11904676599336,-114.29065071629344,13,280314790.122463,13,45918.0,51.25,-114.5,485478527.5715798,45918,55670542.53501136,0.198600089958472,0.1146714826163,0.1986000899584721,0.1302806257759293,95.0,222.0,1
33,37,13,51.106718,-114.267667,13,51.11904676599336,-114.29065071629344,13,280314790.122463,13,46399.0,51.0,-114.5,488085265.98449737,46399,23149779.754050627,0.0825849386824613,0.0474297860791928,0.0825849386824613,0.0474297860791928,96.0,222.0,1
34,38,13,51.106718,-114.267667,13,51.11904676599336,-114.29065071629344,13,280314790.122463,13,46400.0,51.0,-114.25,488085265.9844974,46400,102327309.69317582,0.3650442762883521,0.2096504787678346,0.3650442762883523,0.2096504787678349,96.0,223.0,1
35,36,13,51.106718,-114.267667,13,51.11904676599336,-114.29065071629344,13,280314790.122463,13,46401.0,51.0,-114.0,488085265.9844974,46401,21668721.69441713,0.0773013856491502,0.0443953612299892,0.0773013856491503,0.0449141186313725,96.0,224.0,1
36,39,14,51.184567,-114.493823,14,51.18629317113412,-114.49299469394002,14,14076571.978358,14,45918.0,51.25,-114.5,485478527.5715798,45918,14076571.978358,1.0,0.0289952514455596,1.0,0.032942100482801,95.0,222.0,1
37,41,15,50.997775,-114.152185,15,50.99288810466656,-114.14724014202876,15,46207022.31994676,15,46400.0,51.0,-114.25,488085265.9844974,46400,33410146.953871347,0.7230534511082047,0.0684514556826071,0.7230534511082041,0.0684514556826072,96.0,223.0,1
38,40,15,50.997775,-114.152185,15,50.99288810466656,-114.14724014202876,15,46207022.31994676,15,46401.0,51.0,-114.0,488085265.9844974,46401,12796875.366075449,0.276946548891796,0.0262185242167951,0.2769465488917958,0.0265248862580983,96.0,224.0,1
39,44,16,50.912038,-114.694114,16,50.90974389480583,-114.69500405150076,16,172761399.77895576,16,46398.0,51.0,-114.75,488085265.9845728,46398,109776118.29743084,0.6354204031565318,0.2249117642918165,0.6354204031565311,0.2249117642918164,96.0,221.0,1
40,45,16,50.912038,-114.694114,16,50.90974389480583,-114.69500405150076,16,172761399.77895576,16,46399.0,51.0,-114.5,488085265.98449737,46399,20067638.48495458,0.1161581146635224,0.0411150261716606,0.1161581146635223,0.0411150261716606,96.0,222.0,1
41,42,16,50.912038,-114.694114,16,50.90974389480583,-114.69500405150076,16,172761399.77895576,16,46879.0,50.75,-114.75,490682360.6476109,46879,42917642.996570535,0.2484214821799468,0.0874652248349158,0.2484214821799465,0.0874652248349158,97.0,221.0,1
42,46,17,51.027998,-114.238248,17,51.02812401924084,-114.23785506819787,17,74713604.03712074,17,46400.0,51.0,-114.25,488085265.9844974,46400,74713604.03712074,1.0,0.1530749015470051,1.0,0.1530749015470053,96.0,223.0,1
43,49,18,50.547374,-114.033545,18,50.54108202873088,-114.04791161000374,18,142519992.87659532,18,47363.0,50.5,-114.0,493269764.55680233,47363,121688004.45776834,0.8538311152115696,0.2466966621542346,0.8538311152115703,0.2466966621542345,98.0,224.0,1
44,48,18,50.547374,-114.033545,18,50.54108202873088,-114.04791161000374,18,142519992.87659532,18,47364.0,50.5,-113.75,493269764.5568404,47364,10939.128667100997,7.675504640652716e-05,2.2176767061587166e-05,7.675504640652721e-05,2.217676706158717e-05,98.0,225.0,1
45,47,18,50.547374,-114.033545,18,50.54108202873088,-114.04791161000374,18,142519992.87659532,18,47362.0,50.5,-114.25,493269764.55680233,47362,20821049.29015977,0.1460921297420231,0.042210268672898,0.1460921297420232,0.0422102686728979,98.0,223.0,1
46,52,19,50.721423,-114.110602,19,50.71693962527058,-114.1112896420926,19,252905316.15652624,19,46881.0,50.75,-114.25,490682360.6475352,46881,113892318.22877409,0.450335801396459,0.232110072345936,0.4503358013964597,0.2321100723459361,97.0,223.0,1
47,53,19,50.721423,-114.110602,19,50.71693962527058,-114.1112896420926,19,252905316.15652624,19,46882.0,50.75,-114.0,490682360.6475352,46882,138028960.94424653,0.545773268201364,0.2813000262778855,0.5457732682013648,0.2812969074465524,97.0,224.0,1
48,50,19,50.721423,-114.110602,19,50.71693962527058,-114.1112896420926,19,252905316.15652624,19,47362.0,50.5,-114.25,493269764.55680233,47362,984036.9835052472,0.0038909304021755,0.0019949266186817,0.0038909304021755,0.0019949266186817,98.0,223.0,1
49,58,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,46881.0,50.75,-114.25,490682360.6475352,46881,70344780.39806537,0.183978672984942,0.1433611355118492,0.183978672984942,0.1433611355118492,97.0,223.0,1
50,54,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,47362.0,50.5,-114.25,493269764.55680233,47362,8353691.017819222,0.0218481169361483,0.0169353396823843,0.0218481169361483,0.0169353396823843,98.0,223.0,1
51,55,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,47361.0,50.5,-114.5,493269764.55680233,47361,91103666.4238794,0.2382711490160416,0.1846933928856051,0.2382711490160416,0.1846933928856051,98.0,222.0,1
52,56,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,47360.0,50.5,-114.75,493269764.5568785,47360,47766532.18029288,0.1249278646389022,0.0968365296486461,0.1249278646389022,0.0991222357090565,98.0,221.0,1
53,57,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,46879.0,50.75,-114.75,490682360.6476109,46879,75415310.97557038,0.1972400618427939,0.1536947667652776,0.197240061842794,0.1536947667652776,97.0,221.0,1
54,59,20,50.640856,-114.525462,20,50.63193528964241,-114.53147880076568,20,382352906.7623117,20,46880.0,50.75,-114.5,490682360.6475352,46880,89368925.76668434,0.2337341345811716,0.1821319308253663,0.2337341345811717,0.1821319308253663,97.0,222.0,1
55,61,21,50.806748,-113.534063,21,50.80265944397602,-113.53316526579296,21,39450542.436750025,21,46884.0,50.75,-113.5,490682360.64761096,46884,38688263.38543151,0.9806776027847868,0.0788458409924703,0.9806776027847866,0.0788458409924703,97.0,226.0,1
56,60,21,50.806748,-113.534063,21,50.80265944397602,-113.53316526579296,21,39450542.436750025,21,46883.0,50.75,-113.75,490682360.64757305,46883,762279.0513185161,0.0193223972152133,0.0015535081601721,0.0193223972152133,0.0015534908962604,97.0,225.0,1
57,62,22,50.769577,-112.594406,22,50.77044493331629,-112.60050024055909,22,61289810.56302104,22,46887.0,50.75,-112.75,490682360.6475352,46887,20220968.236621797,0.3299238168770264,0.0412098943396639,0.3299238168770277,0.0422574017457102,97.0,229.0,1
58,63,22,50.769577,-112.594406,22,50.77044493331629,-112.60050024055909,22,61289810.56302104,22,46888.0,50.75,-112.5,490682360.64757305,46888,41068842.326399,0.6700761831229696,0.0836974092001163,0.6700761831229722,0.2006176466472244,97.0,230.0,1
59,64,23,50.087364,-111.593842,23,50.09099361853964,-111.6050716424679,23,105643100.66017246,23,48335.0,50.0,-111.5,498415313.3194774,48335,61070448.87329733,0.5780827000690348,0.1225292386515259,0.5780827000690345,0.1735001283722925,100.0,234.0,1
60,66,23,50.087364,-111.593842,23,50.09099361853964,-111.6050716424679,23,105643100.66017246,23,47854.0,50.25,-111.5,495847430.95242256,47854,6726703.263672868,0.0636738530167814,0.0135660746507292,0.0636738530167814,0.018454828572276,99.0,234.0,1
61,67,23,50.087364,-111.593842,23,50.09099361853964,-111.6050716424679,23,105643100.66017246,23,47853.0,50.25,-111.75,495847430.9524226,47853,5583669.071684398,0.0528540816843843,0.0112608611502923,0.0528540816843843,0.0112679902595615,99.0,233.0,1
62,65,23,50.087364,-111.593842,23,50.09099361853964,-111.6050716424679,23,105643100.66017246,23,48334.0,50.0,-111.75,498415313.3194773,48334,32262279.451517936,0.3053893652298,0.0647297115264158,0.3053893652297998,0.0647297115264158,100.0,233.0,1
63,69,24,51.661597,-116.39039,24,51.65756759068387,-116.3821199042,24,190199809.02804884,24,45430.0,51.5,-116.25,482862192.6559312,45430,26277784.82792225,0.1381588391818367,0.0544208787260484,0.1381588391818368,0.0619709034555156,94.0,215.0,1
64,71,24,51.661597,-116.39039,24,51.65756759068387,-116.3821199042,24,190199809.02804884,24,44949.0,51.75,-116.25,480236308.728176,44949,69438037.25752191,0.3650794268004856,0.1445913938523655,0.3650794268004859,0.5158820639858281,93.0,215.0,1
65,68,24,51.661597,-116.39039,24,51.65756759068387,-116.3821199042,24,190199809.02804884,24,45429.0,51.5,-116.5,482862192.6558567,45429,676588.8391796098,0.0035572529890386,0.0014012048353966,0.0035572529890386,0.0108677296059192,94.0,214.0,1
66,70,24,51.661597,-116.39039,24,51.65756759068387,-116.3821199042,24,190199809.02804884,24,44948.0,51.75,-116.5,480236308.7281017,44948,93807398.10342497,0.4932044810286384,0.1953359135877759,0.4932044810286387,0.9794425946244136,93.0,214.0,1
67,73,25,51.590304,-116.409911,25,51.59167988910072,-116.41080766218796,25,68370710.23062499,25,45430.0,51.5,-116.25,482862192.6559312,45430,14089396.988554168,0.2060735794761887,0.0291789193746086,0.2060735794761888,0.0332270267924695,94.0,215.0,1
68,72,25,51.590304,-116.409911,25,51.59167988910072,-116.41080766218796,25,68370710.23062499,25,45429.0,51.5,-116.5,482862192.6558567,45429,52312400.77482188,0.7651288190273884,0.1083381585273662,0.7651288190273888,0.8402695902382835,94.0,214.0,1
69,74,25,51.590304,-116.409911,25,51.59167988910072,-116.41080766218796,25,68370710.23062499,25,44948.0,51.75,-116.5,480236308.7281017,44948,1968912.4412448236,0.0287976011160828,0.0040998825067172,0.0287976011160828,0.0205574053755863,93.0,214.0,1
70,75,25,51.590304,-116.409911,25,51.59167988910072,-116.41080766218796,25,68370710.23062499,25,44949.0,51.75,-116.25,480236308.728176,44949,0.0260040778708774,3.8033944335464254e-10,5.414850438890146e-11,3.803394433546428e-10,1.9319436282918955e-10,93.0,215.0,1
71,77,26,51.485761,-116.321848,26,51.482650109314434,-116.31900422653996,26,67701268.99106313,26,45430.0,51.5,-116.25,482862192.6559312,45430,58433571.72438501,0.8631089578557013,0.1210150072072892,0.8631089578556997,0.1378038999712416,94.0,215.0,1
72,76,26,51.485761,-116.321848,26,51.482650109314434,-116.31900422653996,26,67701268.99106313,26,45429.0,51.5,-116.5,482862192.6558567,45429,9267697.266678242,0.1368910421443004,0.0191932551515448,0.1368910421443001,0.1488626801557971,94.0,214.0,1
73,78,27,51.518894,-116.277158,27,51.52404786629474,-116.2811260896872,27,84387097.72671968,27,45430.0,51.5,-116.25,482862192.6559312,45430,84387097.72671968,1.0,0.1747643510098763,1.0,0.1990101037952367,94.0,215.0,1
74,82,28,51.540156,-116.19577,28,51.54690983303619,-116.19610952185364,28,139447922.80963522,28,44949.0,51.75,-116.25,480236308.728176,44949,8564526.383479793,0.0614173822809214,0.0178339834531909,0.0614173822809214,0.0636291825384511,93.0,215.0,1
75,80,28,51.540156,-116.19577,28,51.54690983303619,-116.19610952185364,28,139447922.80963522,28,45430.0,51.5,-116.25,482862192.6559312,45430,128052280.5279963,0.9182803009751858,0.265194257234468,0.918280300975186,0.3019857102044209,94.0,215.0,1
76,79,28,51.540156,-116.19577,28,51.54690983303619,-116.19610952185364,28,139447922.80963522,28,45431.0,51.5,-116.0,482862192.6558941,45431,2831115.8981590928,0.0203023167438925,0.0058631964589877,0.0203023167438925,0.011018545605742,94.0,216.0,1
77,84,29,51.616307,-116.138728,29,51.610921438792,-116.13414496871646,29,162287029.68502644,29,45430.0,51.5,-116.25,482862192.6559312,45430,25563133.835782982,0.1575180338527176,0.0529408477710291,0.1575180338527176,0.060285541925681,94.0,215.0,1
78,85,29,51.616307,-116.138728,29,51.610921438792,-116.13414496871646,29,162287029.68502644,29,44950.0,51.75,-116.0,480236308.72813886,44950,19867450.388267945,0.122421677362803,0.0413701547075543,0.122421677362803,1.0,93.0,216.0,1
79,83,29,51.616307,-116.138728,29,51.610921438792,-116.13414496871646,29,162287029.68502644,29,45431.0,51.5,-116.0,482862192.6558941,45431,60258405.41435912,0.3713075871270255,0.1247942090535581,0.3713075871270255,0.234522362231495,94.0,216.0,1
80,86,29,51.616307,-116.138728,29,51.610921438792,-116.13414496871646,29,162287029.68502644,29,44949.0,51.75,-116.25,480236308.728176,44949,56598040.04661637,0.3487527016574537,0.1178545624684369,0.3487527016574537,0.4204887532825264,93.0,215.0,1
81,90,30,51.406179,-116.179142,30,51.40251959584031,-116.18069525727516,30,146395584.6566669,30,45430.0,51.5,-116.25,482862192.6559312,45430,74682762.41569795,0.5101435442253748,0.1546668253418506,0.5101435442253752,0.1761243685402521,94.0,215.0,1
82,87,30,51.406179,-116.179142,30,51.40251959584031,-116.18069525727516,30,146395584.6566669,30,45911.0,51.25,-116.25,485478527.5716548,45911,33856867.72489837,0.2312697326514383,0.069739166208337,0.2312697326514385,0.3390284981851532,95.0,215.0,1
83,89,30,51.406179,-116.179142,30,51.40251959584031,-116.18069525727516,30,146395584.6566669,30,45431.0,51.5,-116.0,482862192.6558941,45431,36903682.0316524,0.2520819334695132,0.0764269445670834,0.2520819334695134,0.1436270778423343,94.0,216.0,1
84,88,30,51.406179,-116.179142,30,51.40251959584031,-116.18069525727516,30,146395584.6566669,30,45912.0,51.25,-116.0,485478527.57161736,45912,952272.4844180674,0.0065047896536728,0.0019615130852055,0.0065047896536728,0.0024809911898055,95.0,216.0,1
85,91,31,51.325,-116.178773,31,51.3253168068216,-116.18248356934444,31,59790554.504644245,31,45911.0,51.25,-116.25,485478527.5716548,45911,57496801.2915423,0.9616368633456348,0.1184332530197352,0.9616368633456338,0.5757488953411528,95.0,215.0,1
86,92,31,51.325,-116.178773,31,51.3253168068216,-116.18248356934444,31,59790554.504644245,31,45912.0,51.25,-116.0,485478527.57161736,45912,2293753.2131019984,0.0383631366543662,0.004724726394338,0.0383631366543661,0.0059760012038695,95.0,216.0,1
87,95,32,51.357748,-116.095025,32,51.35268459418695,-116.097681039546,32,26496976.72624105,32,45431.0,51.5,-116.0,482862192.6558941,45431,4367423.870054134,0.1648272523758868,0.0090448660849422,0.1648272523758869,0.0169977707811571,94.0,216.0,1
88,94,32,51.357748,-116.095025,32,51.35268459418695,-116.097681039546,32,26496976.72624105,32,45912.0,51.25,-116.0,485478527.57161736,45912,19879091.63761613,0.7502399931509562,0.0409474168446792,0.7502399931509566,0.0517917424070086,95.0,216.0,1
89,93,32,51.357748,-116.095025,32,51.35268459418695,-116.097681039546,32,26496976.72624105,32,45911.0,51.25,-116.25,485478527.5716548,45911,2250461.218570773,0.0849327544731564,0.0046355525337598,0.0849327544731565,0.0225351764184283,95.0,215.0,1
90,98,33,51.424704,-116.019156,33,51.4326640821781,-116.01999546717,33,124238933.98844913,33,45431.0,51.5,-116.0,482862192.6558941,45431,114316796.89606331,0.9201366530293288,0.2367482868503018,0.920136653029332,0.4449146150889387,94.0,216.0,1
91,97,33,51.424704,-116.019156,33,51.4326640821781,-116.01999546717,33,124238933.98844913,33,45912.0,51.25,-116.0,485478527.57161736,45912,9922137.092385389,0.0798633469706676,0.020437849521412,0.0798633469706679,0.025850515596168,95.0,216.0,1
92,99,34,51.280318,-116.002241,34,51.278497490859934,-115.9878019425737,34,254099246.3285232,34,45911.0,51.25,-116.25,485478527.5716548,45911,6260240.7725495575,0.0246369907152567,0.012894990029452,0.0246369907152567,0.0626874300552654,95.0,215.0,1
93,101,34,51.280318,-116.002241,34,51.278497490859934,-115.9878019425737,34,254099246.3285232,34,45912.0,51.25,-116.0,485478527.57161736,45912,231576921.2611482,0.9113640619057328,0.4770075463883131,0.9113640619057324,0.6033360312435169,95.0,216.0,1
94,102,34,51.280318,-116.002241,34,51.278497490859934,-115.9878019425737,34,254099246.3285232,34,45431.0,51.5,-116.0,482862192.6558941,45431,419594.1939324146,0.0016513004268809,0.0008689729705788,0.0016513004268809,0.0016330372644776,94.0,216.0,1
95,100,34,51.280318,-116.002241,34,51.278497490859934,-115.9878019425737,34,254099246.3285232,34,45913.0,51.25,-115.75,485478527.5715424,45913,15842490.100893049,0.0623476469521298,0.032632730803029,0.0623476469521298,0.032632730803029,95.0,217.0,1
96,105,35,51.338403,-115.87201,35,51.33733265291633,-115.87100131843592,35,123185149.60406728,35,45913.0,51.25,-115.75,485478527.5715424,45913,63869607.351283714,0.5184846351737101,0.1315601076545483,0.51848463517371,0.1315601076545483,95.0,217.0,1
97,107,35,51.338403,-115.87201,35,51.33733265291633,-115.87100131843592,35,123185149.60406728,35,45431.0,51.5,-116.0,482862192.6558941,45431,25283215.61601016,0.2052456460642669,0.0523611415442251,0.2052456460642668,0.0984008688962416,94.0,216.0,1
98,106,35,51.338403,-115.87201,35,51.33733265291633,-115.87100131843592,35,123185149.60406728,35,45912.0,51.25,-116.0,485478527.57161736,45912,34032326.636773415,0.2762697187620231,0.0701005805694526,0.2762697187620231,0.0886656959389274,95.0,216.0,1
99,110,36,51.153506,-115.917057,36,51.15564966537034,-115.90808498246405,36,151484919.65553477,36,45912.0,51.25,-116.0,485478527.57161736,45912,81531049.96780826,0.5382123194388173,0.1679395592955053,0.538212319438818,0.2124158998349506,95.0,216.0,1
100,112,36,51.153506,-115.917057,36,51.15564966537034,-115.90808498246405,36,151484919.65553477,36,46394.0,51.0,-115.75,488085265.9844597,46394,6329319.802888108,0.0417818474425078,0.0129676518509977,0.0417818474425078,0.0385081157737595,96.0,217.0,1
101,111,36,51.153506,-115.917057,36,51.15564966537034,-115.90808498246405,36,151484919.65553477,36,46393.0,51.0,-116.0,488085265.98453504,46393,22366321.48965051,0.1476471819142778,0.0458246192794502,0.147647181914278,1.0,96.0,216.0,1
102,109,36,51.153506,-115.917057,36,51.15564966537034,-115.90808498246405,36,151484919.65553477,36,45913.0,51.25,-115.75,485478527.5715424,45913,41258228.395187736,0.2723586512043959,0.0849846616318323,0.2723586512043962,0.0849846616318323,95.0,217.0,1
103,114,37,51.104722,-115.78328,37,51.1068892038598,-115.77672842675268,37,65859281.72896811,37,46394.0,51.0,-115.75,488085265.9844597,46394,53026172.01561122,0.8051434911457246,0.108641206180765,0.8051434911457244,0.3226157051006801,96.0,217.0,1
104,113,37,51.104722,-115.78328,37,51.1068892038598,-115.77672842675268,37,65859281.72896811,37,45913.0,51.25,-115.75,485478527.5715424,45913,12833109.713356908,0.1948565088542756,0.0264339388552375,0.1948565088542755,0.0264339388552375,95.0,217.0,1
105,117,38,51.03811,-115.646715,38,51.04230158964513,-115.64813556746408,38,164317922.02636865,38,46395.0,51.0,-115.5,488085265.9845351,46395,59439177.396126136,0.3617327718311076,0.1217803149132747,0.3617327718311074,0.1268386119575019,96.0,218.0,1
106,116,38,51.03811,-115.646715,38,51.04230158964513,-115.64813556746408,38,164317922.02636865,38,45913.0,51.25,-115.75,485478527.5715424,45913,2006471.2413856112,0.0122109092948706,0.0041329762851147,0.0122109092948706,0.0041329762851147,95.0,217.0,1
107,118,38,51.03811,-115.646715,38,51.04230158964513,-115.64813556746408,38,164317922.02636865,38,46394.0,51.0,-115.75,488085265.9844597,46394,102872273.38885698,0.6260563188740222,0.2107670125656535,0.6260563188740219,0.6258835920662956,96.0,217.0,1
