,ID_t,S_1_lat,S_1_lon,lat_t,lon_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols
284,104,50.713425,-114.4179,50.71468362270951,-114.42298365869127,0.005874305550856,104,46206.0,50.75,-114.5,0.0625,46206,0.00583472224568,0.993261619635917,0.093355555930873,0.993261619635917,0.093355555930873,97.0,222.0
285,104,50.713425,-114.4179,50.71468362270951,-114.42298365869127,0.005874305550856,104,46207.0,50.75,-114.25,0.0625,46207,3.9583305177e-05,0.006738380364083,0.000633332882824,0.006738380364083,0.000633332882824,97.0,223.0
286,105,49.799594,-114.407033,49.79594408422255,-114.40481987054235,0.010968055546781,105,48123.0,49.75,-114.25,0.0625,48123,0.001508333034,0.137520550253142,0.024133328544006,0.137520550253141,0.02413306039889,101.0,223.0
287,105,49.799594,-114.407033,49.79594408422255,-114.40481987054235,0.010968055546781,105,47643.0,50.0,-114.5,0.0625,47643,4.7222273434e-05,0.00430543711535,0.000755556374949,0.00430543711535,0.000755556374949,100.0,222.0
288,105,49.799594,-114.407033,49.79594408422255,-114.40481987054235,0.010968055546781,105,48122.0,49.75,-114.5,0.0625,48122,0.009412500239346,0.85817401263151,0.150600003829541,0.858174012631509,0.150600003829542,101.0,222.0
289,106,49.293706,-114.392695,49.297697022617875,-114.39544855326497,0.016310205686239,106,49081.0,49.25,-114.25,0.0625,49081,0.004501045078917,0.275964948910127,0.072016721262667,0.275964948910126,0.090378782380288,103.0,223.0
290,106,49.293706,-114.392695,49.297697022617875,-114.39544855326497,0.016310205686239,106,49080.0,49.25,-114.5,0.0625,49080,0.010765410424408,0.66004136498969,0.172246566790528,0.660041364989689,0.831865789647985,103.0,222.0
291,106,49.293706,-114.392695,49.297697022617875,-114.39544855326497,0.016310205686239,106,48601.0,49.5,-114.5,0.0625,48601,0.000474305738926,0.029080303955102,0.007588891822817,0.029080303955102,0.008508258676491,102.0,222.0
292,106,49.293706,-114.392695,49.297697022617875,-114.39544855326497,0.016310205686239,106,48602.0,49.5,-114.25,0.0625,48602,0.000569444443989,0.034913382145083,0.009111111103817,0.034913382145083,0.009111111103817,102.0,223.0
293,107,49.257697,-114.254483,49.259873150521834,-114.25808038055045,0.029534794861478,107,48602.0,49.5,-114.25,0.0625,48602,0.000644444612679,0.021819843872324,0.010311113802857,0.021819843872324,0.010311113802857,102.0,223.0
294,107,49.257697,-114.254483,49.259873150521834,-114.25808038055045,0.029534794861478,107,49082.0,49.25,-114.0,0.0625,49082,0.000945833209201,0.03202437036171,0.015133331347218,0.03202437036171,0.015133331347218,103.0,224.0
295,107,49.257697,-114.254483,49.259873150521834,-114.25808038055045,0.029534794861478,107,49080.0,49.25,-114.5,0.0625,49080,3.1944495044e-05,0.001081588519369,0.000511111920705,0.001081588519369,0.002468417974526,103.0,222.0
296,107,49.257697,-114.254483,49.259873150521834,-114.25808038055045,0.029534794861478,107,49081.0,49.25,-114.25,0.0625,49081,0.027912572544554,0.945074197246596,0.44660116071287,0.945074197246597,0.560470796325694,103.0,223.0
297,108,50.907626,-114.487182,50.911655501555884,-114.48770847462585,0.01456249998835,108,45728.0,51.0,-114.25,0.0625,45728,0.000734722159759,0.050453023886484,0.011755554556146,0.050453023886484,0.011755554556146,96.0,223.0
298,108,50.907626,-114.487182,50.911655501555884,-114.48770847462585,0.01456249998835,108,46206.0,50.75,-114.5,0.0625,46206,0.000256249889504,0.017596558949941,0.004099998232056,0.017596558949941,0.004099998232056,97.0,222.0
299,108,50.907626,-114.487182,50.911655501555884,-114.48770847462585,0.01456249998835,108,45726.0,51.0,-114.75,0.0625,45726,0.000309027855364,0.021220796951855,0.004944445685827,0.021220796951855,0.004944445685827,96.0,221.0
300,108,50.907626,-114.487182,50.911655501555884,-114.48770847462585,0.01456249998835,108,45727.0,51.0,-114.5,0.0625,45727,0.013245833425028,0.909585128626593,0.211933334800449,0.909585128626594,0.211933334800449,96.0,222.0
301,108,50.907626,-114.487182,50.911655501555884,-114.48770847462585,0.01456249998835,108,46205.0,50.75,-114.75,0.0625,46205,1.6666658695e-05,0.001144491585125,0.000266666539121,0.001144491585125,0.000266666539121,97.0,221.0
302,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,45727.0,51.0,-114.5,0.0625,45727,0.002735416986978,0.148978837534,0.043766671791642,0.148978837534,0.043766671791642,96.0,222.0
303,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,45728.0,51.0,-114.25,0.0625,45728,0.000418055661721,0.022768538326758,0.006688890587532,0.022768538326758,0.006688890587532,96.0,223.0
304,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,46207.0,50.75,-114.25,0.0625,46207,0.002332638668023,0.127042348133127,0.037322218688363,0.127042348133127,0.037322218688363,97.0,223.0
305,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,45726.0,51.0,-114.75,0.0625,45726,4.7222237309e-05,0.002571861640692,0.00075555579695,0.002571861640692,0.00075555579695,96.0,221.0
306,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,46205.0,50.75,-114.75,0.0625,46205,0.001832638969048,0.099810897032551,0.029322223504772,0.099810897032551,0.029322223504772,97.0,221.0
307,109,50.856046,-114.487622,50.85728656242352,-114.49709594269514,0.018361111096422,109,46206.0,50.75,-114.5,0.0625,46206,0.010995138573344,0.598827517332873,0.175922217173497,0.598827517332872,0.175922217173497,97.0,222.0
308,110,49.41566,-114.442965,49.41686542543466,-114.44203174911311,0.017372821653476,110,48602.0,49.5,-114.25,0.0625,48602,0.002626388674912,0.151178013986368,0.042022218798591,0.151178013986368,0.042022218798591,102.0,223.0
309,110,49.41566,-114.442965,49.41686542543466,-114.44203174911311,0.017372821653476,110,48601.0,49.5,-114.5,0.0625,48601,0.012602505111326,0.725414982246388,0.201640081781219,0.725414982246388,0.226068049907538,102.0,222.0
310,110,49.41566,-114.442965,49.41686542543466,-114.44203174911311,0.017372821653476,110,49080.0,49.25,-114.5,0.0625,49080,0.002143927867238,0.123407003767244,0.034302845875812,0.123407003767244,0.165665792377489,103.0,222.0
311,111,49.427111,-114.324633,49.42736711492227,-114.32359706422294,0.005656944439919,111,48601.0,49.5,-114.5,0.0625,48601,1.5277804016e-05,0.002700716646227,0.000244444864251,0.002700716646227,0.000274058477278,102.0,222.0
312,111,49.427111,-114.324633,49.42736711492227,-114.32359706422294,0.005656944439919,111,48602.0,49.5,-114.25,0.0625,48602,0.005641666635903,0.997299283353773,0.090266666174452,0.997299283353773,0.090266666174452,102.0,223.0
313,112,51.015786,-114.459145,51.02517336325197,-114.4554122118498,0.030642361086598,112,45727.0,51.0,-114.5,0.0625,45727,0.025529166821203,0.83313315018563,0.408466669139241,0.83313315018563,0.408466669139241,96.0,222.0
314,112,51.015786,-114.459145,51.02517336325197,-114.4554122118498,0.030642361086598,112,45728.0,51.0,-114.25,0.0625,45728,0.005090972030649,0.166141636940487,0.081455552490381,0.166141636940487,0.081455552490381,96.0,223.0
315,112,51.015786,-114.459145,51.02517336325197,-114.4554122118498,0.030642361086598,112,45726.0,51.0,-114.75,0.0625,45726,2.2222234746e-05,0.000725212873882,0.000355555755938,0.000725212873882,0.000355555755938,96.0,221.0
316,113,50.976846,-114.356045,50.98212410669144,-114.34985150693159,0.009538194436814,113,45727.0,51.0,-114.5,0.0625,45727,0.003099305753702,0.324936315173013,0.049588892059231,0.324936315173013,0.049588892059231,96.0,222.0
317,113,50.976846,-114.356045,50.98212410669144,-114.34985150693159,0.009538194436814,113,45728.0,51.0,-114.25,0.0625,45728,0.006438888683112,0.675063684826987,0.103022218929786,0.675063684826987,0.103022218929786,96.0,223.0
318,114,50.32337,-114.332177,50.32321501399003,-114.33991745931975,0.010982638880103,114,47164.0,50.25,-114.5,0.0625,47164,0.002720833492407,0.247739502510327,0.043533335878516,0.247739502510327,0.043533335878516,99.0,222.0
319,114,50.32337,-114.332177,50.32321501399003,-114.33991745931975,0.010982638880103,114,47165.0,50.25,-114.25,0.0625,47165,0.008261805387696,0.752260497489674,0.132188886203129,0.752260497489673,0.132188886203129,99.0,223.0
320,115,50.551819,-114.352212,50.54925674197638,-114.3391683657635,0.012277777767955,115,46685.0,50.5,-114.5,0.0625,46685,0.003605555676422,0.293665168450272,0.057688890822746,0.293665168450272,0.057688890822746,98.0,222.0
321,115,50.551819,-114.352212,50.54925674197638,-114.3391683657635,0.012277777767955,115,46686.0,50.5,-114.25,0.0625,46686,0.008672222091534,0.706334831549728,0.138755553464541,0.706334831549728,0.138755553464541,98.0,223.0
322,116,50.482055,-114.326777,50.479752860117515,-114.33005774692545,0.00850347221542,116,46685.0,50.5,-114.5,0.0625,46685,0.001493750154431,0.175663554438625,0.023900002470891,0.175663554438625,0.023900002470891,98.0,222.0
323,116,50.482055,-114.326777,50.479752860117515,-114.33005774692545,0.00850347221542,116,46686.0,50.5,-114.25,0.0625,46686,0.007009722060989,0.824336445561373,0.112155552975821,0.824336445561375,0.112155552975821,98.0,223.0
324,117,50.770621,-114.320651,50.773132221619164,-114.3119611191213,0.028254166644063,117,46207.0,50.75,-114.25,0.0625,46207,0.023990971908653,0.849112706486211,0.383855550538446,0.849112706486211,0.383855550538446,97.0,223.0
325,117,50.770621,-114.320651,50.773132221619164,-114.3119611191213,0.028254166644063,117,46206.0,50.75,-114.5,0.0625,46206,0.00426319473541,0.150887293513789,0.068211115766564,0.150887293513789,0.068211115766564,97.0,222.0
326,118,50.700271,-114.221129,50.69915065074682,-114.22254264667782,0.00139097222111,118,46207.0,50.75,-114.25,0.0625,46207,0.00139097222111,1.0,0.022255555537752,1.0,0.022255555537752,97.0,223.0
327,119,50.074338,-114.270421,50.07256487702642,-114.26665804359656,0.009393055548041,119,47644.0,50.0,-114.25,0.0625,47644,0.009393055548041,1.0,0.150288888768656,1.0,0.150288888768656,100.0,223.0
328,120,50.131364,-114.29295,50.13255534537536,-114.29382256064446,0.010639583324822,120,47165.0,50.25,-114.25,0.0625,47165,0.00610208364695,0.573526562145959,0.097633338351208,0.57352656214596,0.097633338351207,99.0,223.0
329,120,50.131364,-114.29295,50.13255534537536,-114.29382256064446,0.010639583324822,120,47644.0,50.0,-114.25,0.0625,47644,0.003700694010485,0.347823208626137,0.059211104167754,0.347823208626137,0.059211104167754,100.0,223.0
330,120,50.131364,-114.29295,50.13255534537536,-114.29382256064446,0.010639583324822,120,47643.0,50.0,-114.5,0.0625,47643,0.00021250002133,0.019972588666556,0.003400000341283,0.019972588666556,0.003400000341283,100.0,222.0
331,120,50.131364,-114.29295,50.13255534537536,-114.29382256064446,0.010639583324822,120,47164.0,50.25,-114.5,0.0625,47164,0.000624305646056,0.058677640561347,0.009988890336902,0.058677640561347,0.009988890336902,99.0,222.0
332,121,50.379407,-114.377967,50.381132693006506,-114.38650760006504,0.0309999999752,121,46686.0,50.5,-114.25,0.0625,46686,0.012702083240212,0.409744620979813,0.203233331843399,0.409744620979812,0.203233331843399,98.0,223.0
333,121,50.379407,-114.377967,50.381132693006506,-114.38650760006504,0.0309999999752,121,47164.0,50.25,-114.5,0.0625,47164,0.013306249734064,0.429233862732559,0.212899995745027,0.429233862732558,0.212899995745027,99.0,222.0
334,121,50.379407,-114.377967,50.381132693006506,-114.38650760006504,0.0309999999752,121,47165.0,50.25,-114.25,0.0625,47165,0.000549999872518,0.017741931385752,0.008799997960293,0.017741931385752,0.008799997960293,99.0,223.0
335,121,50.379407,-114.377967,50.381132693006506,-114.38650760006504,0.0309999999752,121,46685.0,50.5,-114.5,0.0625,46685,0.004441667128405,0.143279584901879,0.071066674054478,0.143279584901878,0.071066674054478,98.0,222.0
336,122,50.343585,-114.249191,50.350606517058,-114.24209632842245,0.020310416650418,122,47164.0,50.25,-114.5,0.0625,47164,1.2500020615e-05,0.000615448753722,0.000200000329841,0.000615448753722,0.000200000329841,99.0,222.0
337,122,50.343585,-114.249191,50.350606517058,-114.24209632842245,0.020310416650418,122,46686.0,50.5,-114.25,0.0625,46686,0.008361111388088,0.411666167760089,0.133777782209412,0.411666167760088,0.133777782209412,98.0,223.0
338,122,50.343585,-114.249191,50.350606517058,-114.24209632842245,0.020310416650418,122,47165.0,50.25,-114.25,0.0625,47165,0.011936805241715,0.58771838348619,0.190988883867434,0.587718383486189,0.190988883867434,99.0,223.0
339,123,49.425419,-114.225825,49.42527668166054,-114.22798229232785,0.008342361104437,123,49081.0,49.25,-114.25,0.0625,49081,0.000417361037652,0.050029126338146,0.006677776602437,0.050029126338146,0.008380405380225,103.0,223.0
340,123,49.425419,-114.225825,49.42527668166054,-114.22798229232785,0.008342361104437,123,48602.0,49.5,-114.25,0.0625,48602,0.007925000066785,0.949970873661854,0.126800001068557,0.949970873661854,0.126800001068557,102.0,223.0
341,124,49.492334,-114.249206,49.49283288079721,-114.24731234991512,0.01196249999043,124,48602.0,49.5,-114.25,0.0625,48602,0.011890277753265,0.993962613398346,0.190244444052247,0.993962613398346,0.190244444052247,102.0,223.0
342,124,49.492334,-114.249206,49.49283288079721,-114.24731234991512,0.01196249999043,124,48601.0,49.5,-114.5,0.0625,48601,7.2222237165e-05,0.006037386601654,0.001155555794632,0.006037386601654,0.001295547208393,102.0,222.0
343,125,50.514157,-114.181271,50.515450244574886,-114.18368349579208,0.004481249996415,125,46686.0,50.5,-114.25,0.0625,46686,0.004481249996415,1.0,0.071699999942638,1.0,0.071699999942638,98.0,223.0
344,126,50.47267,-114.146071,50.47287698593783,-114.14474584512361,0.000918749999265,126,46686.0,50.5,-114.25,0.0625,46686,0.000917361114294,0.998488288465632,0.014677777828703,0.998488288465632,0.014677777828703,98.0,223.0
345,126,50.47267,-114.146071,50.47287698593783,-114.14474584512361,0.000918749999265,126,46687.0,50.5,-114.0,0.0625,46687,1.388884971e-06,0.001511711534368,2.2222159537e-05,0.001511711534368,2.2222159537e-05,98.0,224.0
346,127,49.680899,-114.220666,49.690197638433204,-114.2306530794088,0.013984722211035,127,48123.0,49.75,-114.25,0.0625,48123,0.013725000035603,0.98142814912503,0.219600000569653,0.981428149125031,0.21959756059676,101.0,223.0
347,127,49.680899,-114.220666,49.690197638433204,-114.2306530794088,0.013984722211035,127,48602.0,49.5,-114.25,0.0625,48602,0.000259722175431,0.018571850874969,0.004155554806899,0.018571850874969,0.004155554806899,102.0,223.0
348,128,49.727181,-114.217386,49.74725677997981,-114.2488447917617,0.016068749987145,128,48603.0,49.5,-114.0,0.0625,48603,7.708328648e-05,0.004797092900294,0.001233332583679,0.004797092900294,0.001233332583679,102.0,224.0
349,128,49.727181,-114.217386,49.74725677997981,-114.2488447917617,0.016068749987145,128,48602.0,49.5,-114.25,0.0625,48602,6.2500005533e-05,0.003889537492552,0.001000000088535,0.003889537492552,0.001000000088535,102.0,223.0
350,128,49.727181,-114.217386,49.74725677997981,-114.2488447917617,0.016068749987145,128,48124.0,49.75,-114.0,0.0625,48124,0.000662499823011,0.041229082756336,0.010599997168174,0.041229082756336,0.010599997168174,101.0,224.0
351,128,49.727181,-114.217386,49.74725677997981,-114.2488447917617,0.016068749987145,128,48123.0,49.75,-114.25,0.0625,48123,0.015266666872121,0.950084286850817,0.244266669953929,0.950084286850819,0.244263955909977,101.0,223.0
352,129,49.607153,-114.312564,49.60333111999016,-114.30940889253155,0.041793055522121,129,48122.0,49.75,-114.5,0.0625,48122,0.004230555873214,0.101226287964862,0.067688893971419,0.101226287964861,0.067688893971419,101.0,222.0
353,129,49.607153,-114.312564,49.60333111999016,-114.30940889253155,0.041793055522121,129,48602.0,49.5,-114.25,0.0625,48602,0.021772221483013,0.52095309163238,0.348355543728203,0.520953091632377,0.348355543728203,102.0,223.0
354,129,49.607153,-114.312564,49.60333111999016,-114.30940889253155,0.041793055522121,129,48123.0,49.75,-114.25,0.0625,48123,0.010097916882211,0.241617100163124,0.161566670115382,0.241617100163123,0.161564874950106,101.0,223.0
355,129,49.607153,-114.312564,49.60333111999016,-114.30940889253155,0.041793055522121,129,48601.0,49.5,-114.5,0.0625,48601,0.005679861297402,0.135904427815659,0.090877780758431,0.135904427815658,0.101887295891272,102.0,222.0
356,129,49.607153,-114.312564,49.60333111999016,-114.30940889253155,0.041793055522121,129,48603.0,49.5,-114.0,0.0625,48603,1.2499986282e-05,0.00029909242398,0.000199999780506,0.00029909242398,0.000199999780506,102.0,224.0
357,130,49.914672,-114.122448,49.91477939984689,-114.12190728086523,0.026838888867418,130,47644.0,50.0,-114.25,0.0625,47644,0.010923611505832,0.407006845916526,0.174777784093312,0.407006845916525,0.174777784093312,100.0,223.0
358,130,49.914672,-114.122448,49.91477939984689,-114.12190728086523,0.026838888867418,130,48124.0,49.75,-114.0,0.0625,48124,0.005055555137303,0.188366782331285,0.08088888219684,0.188366782331285,0.08088888219684,101.0,224.0
359,130,49.914672,-114.122448,49.91477939984689,-114.12190728086523,0.026838888867418,130,47645.0,50.0,-114.0,0.0625,47645,0.008727777668002,0.325191467914954,0.139644442688032,0.325191467914954,0.139644442688032,100.0,224.0
360,130,49.914672,-114.122448,49.91477939984689,-114.12190728086523,0.026838888867418,130,48123.0,49.75,-114.25,0.0625,48123,0.002131944556282,0.079434903837236,0.034111112900506,0.079434903837236,0.034110733892352,101.0,223.0
361,131,49.882706,-114.269144,49.8824886896952,-114.26743083321534,0.038879166635563,131,47644.0,50.0,-114.25,0.0625,47644,0.018895139269021,0.485996509290864,0.302322228304344,0.485996509290865,0.302322228304344,100.0,223.0
362,131,49.882706,-114.269144,49.8824886896952,-114.26743083321534,0.038879166635563,131,47643.0,50.0,-114.5,0.0625,47643,0.001562500192875,0.040188623576251,0.025000003086,0.040188623576251,0.025000003086,100.0,222.0
363,131,49.882706,-114.269144,49.8824886896952,-114.26743083321534,0.038879166635563,131,48122.0,49.75,-114.5,0.0625,48122,0.000626388759888,0.016111167344704,0.010022220158211,0.016111167344704,0.010022220158211,101.0,222.0
364,131,49.882706,-114.269144,49.8824886896952,-114.26743083321534,0.038879166635563,131,48123.0,49.75,-114.25,0.0625,48123,0.017736110651715,0.456185463489108,0.283777770427434,0.456185463489108,0.283774617376132,101.0,223.0
365,131,49.882706,-114.269144,49.8824886896952,-114.26743083321534,0.038879166635563,131,48124.0,49.75,-114.0,0.0625,48124,5.9027762064e-05,0.001518236299072,0.000944444193021,0.001518236299072,0.000944444193021,101.0,224.0
366,132,49.363071,-114.16489,49.35676068834951,-114.1729921450539,0.02354652775894,132,49082.0,49.25,-114.0,0.0625,49082,0.001698610853627,0.072138485598234,0.027177773658028,0.072138485598234,0.027177773658028,103.0,224.0
367,132,49.363071,-114.16489,49.35676068834951,-114.1729921450539,0.02354652775894,132,48602.0,49.5,-114.25,0.0625,48602,0.006618056035511,0.281062927972414,0.105888896568184,0.281062927972414,0.105888896568184,102.0,223.0
368,132,49.363071,-114.16489,49.35676068834951,-114.1729921450539,0.02354652775894,132,49081.0,49.25,-114.25,0.0625,49081,0.01353819431849,0.574955019147127,0.216611109095838,0.574955019147126,0.27184031634434,103.0,223.0
369,132,49.363071,-114.16489,49.35676068834951,-114.1729921450539,0.02354652775894,132,48603.0,49.5,-114.0,0.0625,48603,0.001691666551312,0.071843567282226,0.027066664820996,0.071843567282226,0.027066664820996,102.0,224.0
370,133,50.225176,-114.262255,50.21544452828633,-114.23954257537844,0.046384027740671,133,47164.0,50.25,-114.5,0.0625,47164,0.009465278030832,0.204063305665287,0.151444448493306,0.204063305665287,0.151444448493306,99.0,222.0
371,133,50.225176,-114.262255,50.21544452828633,-114.23954257537844,0.046384027740671,133,47166.0,50.25,-114.0,0.0625,47166,0.009888888624435,0.213195988061302,0.158222217990962,0.213195988061302,0.158222217990962,99.0,224.0
372,133,50.225176,-114.262255,50.21544452828633,-114.23954257537844,0.046384027740671,133,47165.0,50.25,-114.25,0.0625,47165,0.027029861085404,0.58274070627341,0.432477777366462,0.582740706273411,0.432477777366462,99.0,223.0
373,134,50.0868,-114.142016,50.08930479933649,-114.14001337978031,0.015011111099102,134,47645.0,50.0,-114.0,0.0625,47645,0.003065277512909,0.204200574672458,0.04904444020654,0.204200574672458,0.04904444020654,100.0,224.0
374,134,50.0868,-114.142016,50.08930479933649,-114.14001337978031,0.015011111099102,134,47165.0,50.25,-114.25,0.0625,47165,0.001522222391296,0.101406376999455,0.02435555826074,0.101406376999455,0.02435555826074,99.0,223.0
375,134,50.0868,-114.142016,50.08930479933649,-114.14001337978031,0.015011111099102,134,47644.0,50.0,-114.25,0.0625,47644,0.00832638889602,0.55468171816529,0.13322222233632,0.55468171816529,0.13322222233632,100.0,223.0
376,134,50.0868,-114.142016,50.08930479933649,-114.14001337978031,0.015011111099102,134,47166.0,50.25,-114.0,0.0625,47166,0.002097222298877,0.139711330162797,0.033555556782033,0.139711330162797,0.033555556782033,99.0,224.0
377,135,49.743159,-114.054774,49.7461022937532,-114.05739162459429,0.028772916643648,135,48123.0,49.75,-114.25,0.0625,48123,0.002034722412512,0.070716585242711,0.032555558600192,0.070716585242711,0.032555196875782,101.0,223.0
378,135,49.743159,-114.054774,49.7461022937532,-114.05739162459429,0.028772916643648,135,48124.0,49.75,-114.0,0.0625,48124,0.026072916486182,0.906161749574945,0.417166663778918,0.906161749574943,0.417166663778917,101.0,224.0
379,135,49.743159,-114.054774,49.7461022937532,-114.05739162459429,0.028772916643648,135,47645.0,50.0,-114.0,0.0625,47645,0.000154166704127,0.00535804923901,0.002466667266026,0.00535804923901,0.002466667266026,100.0,224.0
380,135,49.743159,-114.054774,49.7461022937532,-114.05739162459429,0.028772916643648,135,48603.0,49.5,-114.0,0.0625,48603,0.000511111040827,0.017763615943335,0.008177776653238,0.017763615943335,0.008177776653238,102.0,224.0
381,136,49.592675,-114.117807,49.58958834203668,-114.11875695020295,0.005663888884358,136,48602.0,49.5,-114.25,0.0625,48602,0.002251389012422,0.397498796037365,0.036022224198745,0.397498796037365,0.036022224198745,102.0,223.0
382,136,49.592675,-114.117807,49.58958834203668,-114.11875695020295,0.005663888884358,136,48124.0,49.75,-114.0,0.0625,48124,0.000580555635716,0.102501240326103,0.009288890171454,0.102501240326103,0.009288890171454,101.0,224.0
383,136,49.592675,-114.117807,49.58958834203668,-114.11875695020295,0.005663888884358,136,48603.0,49.5,-114.0,0.0625,48603,0.00283194423622,0.499999963636532,0.045311107779523,0.499999963636532,0.045311107779523,102.0,224.0
384,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,45728.0,51.0,-114.25,0.0625,45728,2.8472230783e-05,0.000686765769541,0.000455555692526,0.000686765769541,0.000455555692526,96.0,223.0
385,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,45249.0,51.25,-114.25,0.0625,45249,0.03760953012754,0.907162424227086,0.601752482040647,0.907162424227086,0.626770470596858,95.0,223.0
386,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,44770.0,51.5,-114.25,0.0625,44770,0.00051973357895,0.012536258013151,0.008315737263195,0.012536258013151,0.054239522938734,94.0,223.0
387,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,45250.0,51.25,-114.0,0.0625,45250,0.002540972128772,0.061289636653617,0.040655554060351,0.061289636653617,0.05088881757794,95.0,224.0
388,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,45729.0,51.0,-114.0,0.0625,45729,0.000354166585467,0.008542691630624,0.005666665367468,0.008542691630624,0.005733048402457,96.0,224.0
389,137,51.243911,-114.222788,51.24402715517014,-114.23031119628732,0.041458430291118,137,45248.0,51.25,-114.5,0.0625,45248,0.000405555639607,0.009782223705981,0.006488890233704,0.009782223705981,0.007374497960204,95.0,222.0
390,138,51.241708,-114.037579,51.25017167353333,-114.03084611566783,0.046244470455547,138,45250.0,51.25,-114.0,0.0625,45250,0.04134585898802,0.894071411797523,0.661533743808313,0.894071411797524,0.828046026880827,95.0,224.0
391,138,51.241708,-114.037579,51.25017167353333,-114.03084611566783,0.046244470455547,138,45249.0,51.25,-114.25,0.0625,45249,0.004898611467527,0.105928588202476,0.078377783480435,0.105928588202476,0.081636356645809,95.0,223.0
392,139,51.053074,-114.047664,51.05228422776954,-114.04750744285724,7.7777777716e-05,139,45729.0,51.0,-114.0,0.0625,45729,7.7777777716e-05,1.0,0.001244444443449,1.0,0.001259022681915,96.0,224.0
393,140,51.027007,-114.082184,51.024231193578586,-114.08712282438098,0.001421527776641,140,45729.0,51.0,-114.0,0.0625,45729,0.001398611086492,0.983878830561724,0.022377777383876,0.983878830561724,0.022639925346166,96.0,224.0
394,140,51.027007,-114.082184,51.024231193578586,-114.08712282438098,0.001421527776641,140,45728.0,51.0,-114.25,0.0625,45728,2.2916690148e-05,0.016121169438276,0.000366667042375,0.016121169438276,0.000366667042375,96.0,223.0
395,141,51.381484,-114.14875,51.383861721971584,-114.15357662290243,0.008700125658901,141,44771.0,51.5,-114.0,0.0625,44771,0.00036527780586,0.041985348279009,0.005844444893762,0.041985348279009,0.03748775145651,94.0,224.0
396,141,51.381484,-114.14875,51.383861721971584,-114.15357662290243,0.008700125658901,141,45250.0,51.25,-114.0,0.0625,45250,0.002079166515211,0.238981205183436,0.033266664243384,0.238981205183437,0.041640096838801,95.0,224.0
397,141,51.381484,-114.14875,51.383861721971584,-114.15357662290243,0.008700125658901,141,44770.0,51.5,-114.25,0.0625,44770,0.004680681386255,0.538001584088229,0.074890902180086,0.538001584088231,0.488477049975789,94.0,223.0
398,141,51.381484,-114.14875,51.383861721971584,-114.15357662290243,0.008700125658901,141,45249.0,51.25,-114.25,0.0625,45249,0.001574999951574,0.181031862449322,0.025199999225184,0.181031862449322,0.026247694600023,95.0,223.0
399,142,51.101931,-114.048315,51.101303040858305,-114.04493250814528,0.012251255605079,142,45728.0,51.0,-114.25,0.0625,45728,0.001353472290515,0.110476210287682,0.021655556648238,0.110476210287682,0.021655556648238,96.0,223.0
400,142,51.101931,-114.048315,51.101303040858305,-114.04493250814528,0.012251255605079,142,45250.0,51.25,-114.0,0.0625,45250,0.001794311402791,0.146459388378723,0.028708982444661,0.146459388378723,0.035935217321252,95.0,224.0
401,142,51.101931,-114.048315,51.101303040858305,-114.04493250814528,0.012251255605079,142,45249.0,51.25,-114.25,0.0625,45249,3.3333350098e-05,0.002720810925246,0.000533333601572,0.002720810925246,0.000555507060493,95.0,223.0
402,142,51.101931,-114.048315,51.101303040858305,-114.04493250814528,0.012251255605079,142,45729.0,51.0,-114.0,0.0625,45729,0.009070138561675,0.740343590408349,0.145122216986797,0.740343590408349,0.146822273825039,96.0,224.0
403,143,51.417297,-114.081769,51.41812072716432,-114.08588316691419,0.01593195204837,143,45250.0,51.25,-114.0,0.0625,45250,0.002171527657624,0.136300162781776,0.034744442521989,0.136300162781775,0.043489841381181,95.0,224.0
404,143,51.417297,-114.081769,51.41812072716432,-114.08588316691419,0.01593195204837,143,44771.0,51.5,-114.0,0.0625,44771,0.009378646320501,0.588669002519372,0.150058341128009,0.588669002519371,0.96251224854349,94.0,224.0
405,143,51.417297,-114.081769,51.41812072716432,-114.08588316691419,0.01593195204837,143,44770.0,51.5,-114.25,0.0625,44770,0.004381778070245,0.275030834698855,0.070108449123926,0.275030834698854,0.457283427085477,94.0,223.0
406,144,50.931354,-114.18082,50.92871483997239,-114.2021012812279,0.027765277755566,144,45729.0,51.0,-114.0,0.0625,45729,0.007450694319025,0.26834575128756,0.1192111091044,0.26834575128756,0.120607626229313,96.0,224.0
407,144,50.931354,-114.18082,50.92871483997239,-114.2021012812279,0.027765277755566,144,45728.0,51.0,-114.25,0.0625,45728,0.019678472399188,0.70874394171127,0.314855558387004,0.708743941711271,0.314855558387004,96.0,223.0
